date,pick,bet_type,line,odds,units,result,pnl,notes
2026-05-25,Misiorowski Over 8,K Prop,8,-157,1,W,0.64
2026-05-25,Luzardo Over 6,K Prop,6,-182,1,W,0.55
2026-05-25,Warren Over 5,K Prop,5,-165,1,L,-1
