batter_id,pitcher_id,ab,h,hr,rbi,k,bb,avg,ops
666176,680736,3,1,0,2,1,1,.333,1.167
666176,543037,7,0,0,0,1,0,.000,.000
666176,650633,2,0,0,0,0,0,.000,.000
666176,677944,4,2,2,5,1,2,.500,2.667
666176,656876,4,0,0,0,2,0,.000,.000
666176,518876,2,0,0,0,2,0,.000,.000
666176,608379,5,1,0,0,3,1,.200,.533
666176,663903,2,1,0,0,0,0,.500,1.000
666176,656605,3,0,0,0,1,0,.000,.000
666176,664285,22,6,1,2,7,0,.273,.895
666176,665795,4,0,0,0,1,0,.000,.000
642350,663372,1,0,0,0,1,1,.000,.500
666176,605288,3,1,1,2,0,0,.333,1.666
666176,669302,7,0,0,0,5,0,.000,.000
642350,666200,6,3,0,2,1,0,.500,1.333
642350,680736,2,1,0,0,0,0,.500,1.000
642350,673540,2,0,0,0,0,0,.000,.000
642350,543037,13,2,2,2,6,0,.154,.769
642350,656550,1,0,0,0,0,0,.000,.000
642350,650633,1,0,0,0,0,0,.000,.000
642350,664285,5,1,0,1,3,0,.200,.600
642350,686613,4,0,0,0,3,1,.000,.200
642350,656605,2,0,0,0,1,0,.000,.000
642350,665795,2,0,0,0,2,1,.000,.500
642350,672282,4,0,0,1,3,0,.000,.000
642350,663903,4,2,0,0,1,2,.500,1.417
642350,669302,5,0,0,0,2,0,.000,.000
642350,656876,1,0,0,0,0,0,.000,.000
642350,605288,2,2,0,0,0,0,1.000,2.000
681351,666200,4,2,0,0,1,0,.500,1.250
681351,678022,1,0,0,0,0,0,.000,.000
681351,656550,5,0,0,1,5,1,.000,.167
681351,663372,3,1,1,2,0,0,.333,1.666
642350,608379,9,2,0,0,1,0,.222,.555
681351,680736,4,1,0,0,0,0,.250,.500
681351,663436,3,0,0,0,1,1,.000,.250
642350,656492,1,0,0,0,0,0,.000,.000
681351,686613,2,1,0,0,1,0,.500,1.000
681351,673540,4,2,1,1,2,1,.500,1.850
681351,518876,2,0,0,0,1,0,.000,.000
681351,677958,3,0,0,0,2,0,.000,.000
681351,664285,6,3,1,3,2,0,.500,1.667
681351,656605,3,0,0,0,0,0,.000,.000
681351,663903,2,0,0,0,0,0,.000,.000
681351,665795,2,0,0,0,0,0,.000,.000
681351,669302,9,3,2,3,2,0,.333,1.333
681351,608379,2,1,0,0,0,1,.500,1.167
682515,686613,1,1,0,0,0,0,1.000,2.000
682515,664285,4,1,0,0,1,1,.250,.900
545361,673540,1,0,0,0,1,1,.000,.500
545361,678022,2,0,0,0,1,2,.000,.500
545361,686613,6,1,0,0,0,5,.167,.878
545361,666200,10,3,0,2,2,1,.300,.764
545361,663436,8,2,0,0,2,0,.250,.583
545361,680736,3,0,0,0,1,1,.000,.250
545361,518876,1,1,0,1,0,1,1.000,2.000
545361,677958,6,2,2,3,2,0,.333,1.666
545361,656550,6,0,0,0,1,0,.000,.000
545361,543037,21,6,1,2,6,3,.286,.804
545361,677944,4,3,0,0,1,0,.750,1.500
545361,650633,1,1,0,0,0,2,1.000,2.000
545361,605288,3,1,0,0,1,0,.333,1.000
545361,665795,4,1,0,0,1,1,.250,.650
545361,805673,3,2,0,0,1,0,.667,1.334
545361,664285,19,2,0,0,9,4,.105,.397
545361,663903,7,2,0,0,3,2,.286,.730
545361,656605,1,0,0,0,0,2,.000,.667
545361,608379,8,4,0,0,2,1,.500,1.056
545361,656876,2,1,0,0,0,0,.500,1.000
545361,669302,11,4,2,4,3,0,.364,1.364
663611,673540,2,1,0,0,0,0,.500,1.000
663611,543037,2,1,0,0,0,0,.500,1.000
663611,669467,2,0,0,0,0,0,.000,.333
663611,518876,2,0,0,0,0,0,.000,.000
663611,666200,5,0,0,0,1,0,.000,.000
663611,656605,4,1,0,0,0,1,.250,.650
663611,688107,2,0,0,0,0,0,.000,.000
663611,665795,1,0,0,0,0,0,.000,.000
663611,664285,2,1,0,0,1,0,.500,1.000
663611,656876,2,0,0,1,0,0,.000,.000
694384,663372,3,0,0,0,0,0,.000,.000
663611,669302,3,1,0,0,0,0,.333,.666
663611,605288,2,0,0,0,0,0,.000,.000
663611,663903,8,4,0,2,0,0,.500,1.000
694384,680736,4,0,0,0,0,0,.000,.000
694384,673540,4,0,0,0,2,0,.000,.200
694384,678022,4,0,0,0,2,0,.000,.000
694384,666200,3,1,0,0,0,2,.333,.933
694384,656550,6,1,0,0,1,0,.167,.334
694384,805673,2,2,1,1,0,0,1.000,3.500
694384,686613,11,1,0,0,5,1,.091,.258
694384,665795,4,1,0,0,2,1,.250,.650
694384,663436,12,6,0,1,2,1,.500,1.371
694384,518876,2,0,0,0,0,0,.000,.000
694384,677958,5,1,0,1,1,0,.200,.367
694384,650633,5,0,0,0,1,0,.000,.000
694384,677944,6,5,0,0,0,1,.833,1.857
694384,669302,12,5,0,0,1,0,.417,1.000
694384,663903,3,2,0,0,0,0,.667,1.334
694384,608379,3,0,0,0,0,0,.000,.000
694384,664285,7,2,1,3,1,0,.286,1.000
694384,656605,4,1,0,0,0,0,.250,.500
672724,680736,3,0,0,0,1,0,.000,.000
694384,605288,2,0,0,0,0,0,.000,.333
672724,656550,3,1,0,0,1,0,.333,1.000
672724,686613,6,3,1,2,2,0,.500,1.667
672724,518876,2,0,0,0,1,0,.000,.000
672724,805673,2,1,0,0,1,0,.500,1.000
672724,677944,3,1,0,0,1,0,.333,.666
672724,665795,2,0,0,0,1,0,.000,.000
672724,669302,2,0,0,0,0,0,.000,.000
672724,608379,2,0,0,0,0,0,.000,.000
672724,656876,4,0,0,0,2,0,.000,.000
641820,672282,9,3,0,1,2,0,.333,.777
641820,666200,7,2,0,1,1,1,.286,.661
641820,518876,2,1,0,0,1,0,.500,1.000
641820,543037,21,4,0,1,5,2,.190,.499
641820,650633,4,3,0,1,1,1,.750,1.800
641820,665795,4,2,0,0,0,0,.500,1.000
641820,669302,3,0,0,0,2,0,.000,.000
641820,663903,2,1,0,0,0,0,.500,1.000
641820,664285,5,1,0,0,1,1,.200,.533
641820,605288,2,0,0,0,1,0,.000,.000
641820,608379,11,1,1,2,6,0,.091,.531
641820,656876,11,2,0,0,3,2,.182,.490
685133,656876,2,2,1,4,0,0,1.000,3.500
687263,663372,2,0,0,0,1,1,.000,.333
685133,608379,3,0,0,0,0,0,.000,.000
687263,678022,4,2,1,2,0,0,.500,2.000
687263,673540,1,0,0,0,0,1,.000,.500
687263,663436,11,3,0,0,4,0,.273,.637
687263,680736,4,1,0,0,1,0,.250,.500
687263,686613,14,1,0,0,4,0,.071,.259
687263,518876,1,0,0,0,1,2,.000,.667
687263,666200,6,1,0,0,3,1,.167,.619
687263,805673,4,1,0,0,1,0,.250,.500
687263,656550,7,1,0,0,2,0,.143,.286
687263,650633,5,1,1,2,3,2,.200,1.300
687263,665795,4,0,0,0,1,0,.000,.200
687263,656605,3,1,1,1,0,0,.333,1.666
687263,663903,3,1,0,0,1,0,.333,1.000
687263,605288,4,1,0,1,1,0,.250,.750
687263,677958,3,0,0,0,2,0,.000,.000
687263,669302,10,2,1,2,2,1,.200,.933
687263,677944,7,2,1,1,3,0,.286,1.000
687263,608379,2,0,0,0,1,1,.000,.333
687263,656876,2,0,0,0,1,0,.000,.000
687263,664285,12,2,2,3,4,1,.167,.953
596103,666200,6,0,0,0,1,0,.000,.000
596103,543037,3,2,0,0,1,0,.667,1.334
596103,686613,1,0,0,0,1,0,.000,.000
596103,518876,11,2,0,0,3,1,.182,.432
596103,672282,3,2,0,0,0,0,.667,1.667
596103,656605,2,0,0,0,0,0,.000,.000
596103,805673,1,1,0,0,0,1,1.000,2.000
596103,669467,1,0,0,0,1,2,.000,.667
596103,664285,15,6,0,4,4,0,.400,.800
810938,663436,3,2,0,0,0,0,.667,1.334
596103,656876,1,0,0,0,0,0,.000,.000
596103,605288,1,0,0,0,0,1,.000,.500
596103,801139,3,0,0,0,0,0,.000,.000
810938,663969,1,1,0,1,0,0,1.000,2.000
810938,805673,3,0,0,0,2,0,.000,.000
810938,672282,2,0,0,0,2,0,.000,.000
810938,518876,2,1,0,0,0,0,.500,1.000
810938,605288,2,0,0,0,0,0,.000,.000
810938,801139,5,3,0,2,0,0,.600,1.400
656775,663372,2,1,0,0,0,0,.500,1.000
810938,664285,1,1,0,0,0,1,1.000,2.000
656775,672282,12,0,0,0,4,0,.000,.077
656775,669467,1,1,1,4,0,0,1.000,5.000
656775,666200,4,3,0,0,1,2,.750,1.583
656775,686613,4,1,0,0,1,2,.250,.750
656775,656550,2,0,0,0,0,0,.000,.000
656775,543037,33,11,1,2,6,0,.333,.788
656775,518876,3,2,0,2,0,0,.667,1.667
656775,663969,7,2,1,1,2,0,.286,1.000
656775,650633,14,4,2,2,1,1,.286,1.190
656775,677944,6,2,1,3,2,1,.333,1.429
656775,656605,9,4,0,0,2,0,.444,1.222
656775,665795,5,1,0,0,0,1,.200,.533
656775,664285,5,1,1,2,2,0,.200,1.000
656775,663903,3,1,0,0,1,1,.333,1.167
656775,801139,5,2,0,1,0,0,.400,.800
656775,605288,2,1,0,2,1,0,.500,1.000
656775,669302,2,0,0,0,0,0,.000,.000
656775,656876,13,0,0,0,5,1,.000,.071
802415,663436,2,0,0,0,0,1,.000,.333
656775,608379,26,9,2,5,6,0,.346,1.101
802415,672282,2,0,0,0,2,1,.000,.333
802415,650633,3,1,0,0,0,0,.333,.666
802415,686613,3,1,0,1,1,0,.333,.666
802415,543037,3,1,0,0,0,0,.333,.666
802415,677944,3,0,0,0,1,0,.000,.000
802415,663903,3,1,0,0,0,0,.333,.666
802415,801139,6,0,0,0,1,0,.000,.000
802415,656605,3,1,0,0,0,0,.333,.666
802415,663969,1,0,0,0,0,0,.000,.000
802415,608379,3,2,0,0,0,0,.667,1.334
676439,677944,2,0,0,0,0,0,.000,.000
676439,656605,2,1,0,2,0,0,.500,1.000
676439,656876,1,1,0,0,0,0,1.000,2.000
666018,666200,3,2,0,0,1,0,.667,1.334
666018,663372,2,1,0,0,0,0,.500,1.500
666018,663436,2,1,0,0,1,0,.500,1.000
666018,650633,2,1,0,0,1,0,.500,1.000
666018,677958,3,2,0,1,0,0,.667,1.417
666018,543037,3,0,0,0,1,0,.000,.000
666018,686613,7,1,0,1,1,0,.143,.286
666018,672282,2,1,0,0,0,1,.500,1.167
666018,665795,2,1,0,2,0,0,.500,1.000
666018,663969,4,1,0,1,0,1,.250,.650
666018,663903,8,3,1,1,3,1,.375,1.319
666018,656492,1,0,0,0,1,0,.000,.000
666018,664285,3,1,0,0,1,0,.333,.666
691406,666200,1,1,1,2,0,1,1.000,4.667
666018,656605,5,1,0,1,0,0,.200,.400
691406,680736,1,0,0,0,1,0,.000,.000
666018,608379,3,1,0,0,0,0,.333,.666
691406,663436,1,0,0,0,0,1,.000,.500
691406,518876,3,1,0,1,1,0,.333,.666
691406,686613,1,0,0,0,0,1,.000,.500
691406,672282,4,2,0,1,1,1,.500,1.600
691406,665795,3,2,0,0,0,0,.667,2.000
691406,543037,2,0,0,0,0,1,.000,.333
691406,677958,4,0,0,0,1,0,.000,.000
691406,663969,3,1,0,1,0,3,.333,1.334
691406,677944,3,0,0,0,2,0,.000,.000
691406,650633,2,0,0,0,1,0,.000,.000
691406,664285,3,0,0,0,2,0,.000,.000
691406,656605,3,0,0,0,0,0,.000,.000
663743,673540,6,0,0,0,2,0,.000,.000
691406,608379,3,0,0,0,3,0,.000,.000
663743,666200,2,1,0,0,0,0,.500,1.000
691406,801139,6,2,1,1,2,0,.333,1.333
691406,669302,3,1,0,0,2,0,.333,.666
663743,663372,4,2,0,0,0,0,.500,1.000
691406,663903,3,0,0,0,1,0,.000,.000
663743,680736,1,0,0,0,0,0,.000,.000
663743,687064,2,1,0,0,0,0,.500,1.500
663743,656550,3,1,0,0,2,0,.333,.666
663743,664285,6,1,0,0,0,0,.167,.500
663743,669467,1,1,0,1,0,0,1.000,2.000
663743,543037,2,0,0,0,0,0,.000,.000
663743,672282,5,1,0,1,0,0,.200,.400
663743,663969,3,0,0,0,0,0,.000,.000
663743,801139,5,3,0,1,0,0,.600,1.467
663743,656605,8,1,1,2,2,0,.125,.722
663743,663903,3,1,0,1,1,0,.333,.666
663743,669302,3,1,0,0,0,0,.333,1.000
663743,608379,2,0,0,0,0,0,.000,.000
680700,663372,2,0,0,0,0,0,.000,.000
663743,656876,2,0,0,0,0,0,.000,.000
680700,673540,2,0,0,0,0,0,.000,.000
680700,656550,1,0,0,0,0,0,.000,.000
680700,543037,6,1,0,0,2,1,.167,.453
680700,650633,1,0,0,0,1,0,.000,.000
680700,656605,3,1,0,0,2,0,.333,1.000
680700,665795,1,0,0,0,0,1,.000,.500
680700,663969,4,0,0,0,1,0,.000,.000
680700,801139,3,1,0,1,1,0,.333,.666
680700,663903,5,3,0,0,0,0,.600,1.200
680700,605288,5,1,0,2,0,0,.200,.600
668723,680736,5,1,1,1,3,0,.200,1.000
680700,608379,3,2,0,0,0,0,.667,2.000
668723,672282,3,0,0,1,1,0,.000,.000
668723,663969,3,1,0,1,0,0,.333,.666
670764,673540,3,0,0,0,3,0,.000,.000
668723,801139,5,3,0,0,1,0,.600,1.400
670764,663436,2,0,0,1,0,0,.000,.000
668723,664285,3,0,0,0,0,0,.000,.000
670764,666200,4,1,0,0,1,1,.250,.650
670764,686613,3,0,0,0,1,0,.000,.000
670764,663372,1,0,0,0,0,1,.000,.500
670764,663969,4,3,1,2,1,1,.750,2.300
670764,677958,2,1,0,0,0,0,.500,1.000
670764,543037,9,0,0,0,4,3,.000,.250
670764,650633,5,0,0,0,1,0,.000,.000
670764,664285,8,3,0,0,0,0,.375,1.125
670764,663903,11,4,1,2,4,2,.364,1.098
670764,656605,5,0,0,0,1,2,.000,.286
670764,665795,4,1,0,0,2,0,.250,.500
670764,801139,1,0,0,0,0,0,.000,.000
670764,669302,5,1,0,0,3,1,.200,.533
670764,672282,7,0,0,0,4,1,.000,.125
670764,518876,2,0,0,0,0,1,.000,.333
670764,608379,5,0,0,0,2,0,.000,.000
683748,663969,2,0,0,0,0,0,.000,.000
650490,656550,1,0,0,0,0,0,.000,.000
650490,680736,1,0,0,0,0,0,.000,.000
650490,663436,4,1,0,0,1,2,.250,1.000
650490,663372,6,1,0,0,1,0,.167,.500
650490,686613,13,1,0,0,4,0,.077,.154
650490,672282,13,5,2,2,1,1,.385,1.352
650490,666200,12,4,0,2,1,1,.333,.940
650490,669467,1,1,0,1,0,0,1.000,2.000
650490,543037,47,14,2,6,10,4,.298,.821
650490,650633,10,2,0,2,5,1,.200,.450
650490,665795,5,1,0,2,3,0,.200,.600
650490,518876,3,1,0,0,1,0,.333,1.167
650490,664285,9,3,0,2,2,2,.333,.899
650490,663969,4,2,0,0,0,0,.500,1.000
650490,677944,3,2,0,0,0,0,.667,1.667
650490,656605,9,1,0,0,2,0,.111,.222
650490,663903,7,1,0,0,1,1,.143,.476
650490,669302,10,3,0,1,1,2,.300,.717
650490,677958,5,1,0,0,0,0,.200,.400
683734,673540,2,0,0,0,0,0,.000,.000
650490,608379,10,4,1,1,1,4,.400,1.371
650490,801139,5,2,0,0,0,1,.400,.900
683734,680736,3,2,0,1,0,0,.667,1.667
683734,678022,1,1,0,1,0,1,1.000,2.000
683734,672282,5,3,1,2,0,1,.600,2.267
683734,518876,3,0,0,0,2,0,.000,.000
683734,663969,3,1,1,1,2,0,.333,1.666
683734,543037,5,2,1,2,1,1,.400,1.500
683734,686613,12,3,0,2,3,0,.250,.500
683734,669467,3,1,1,3,0,0,.333,1.666
683734,650633,6,1,0,0,2,0,.167,.334
683734,663903,35,9,1,2,9,1,.257,.649
683734,605288,1,1,0,0,0,0,1.000,2.000
683734,656605,4,2,0,0,1,0,.500,1.600
663368,680736,2,1,0,0,1,0,.500,1.000
683734,664285,21,6,1,3,6,2,.286,.804
683734,669302,10,2,0,0,1,0,.200,.500
663368,666200,3,0,0,0,1,1,.000,.250
683734,608379,24,5,2,6,5,0,.208,.750
663368,663372,1,0,0,0,0,1,.000,.500
683734,665795,3,1,1,1,1,1,.333,1.833
663368,673540,4,0,0,0,2,0,.000,.000
683734,656876,7,2,0,0,1,0,.286,.661
663368,518876,5,1,0,0,2,0,.200,.400
663368,669467,3,2,0,0,0,0,.667,1.667
663368,656605,7,0,0,0,3,2,.000,.300
663368,663903,2,0,0,0,0,0,.000,.000
663368,650633,5,2,0,2,2,0,.400,1.000
668930,673540,2,1,1,2,0,0,.500,2.500
668930,678022,2,0,0,0,1,0,.000,.000
668930,686613,3,1,0,0,2,0,.333,.666
663368,656492,2,0,0,0,0,0,.000,.000
668930,663372,14,2,0,0,2,0,.143,.286
668930,680736,5,2,0,0,1,0,.400,.800
668930,666200,1,0,0,0,1,1,.000,.500
668930,669467,15,6,0,1,2,1,.400,.905
668930,663969,2,0,0,0,1,1,.000,.333
668930,665795,9,2,0,0,1,0,.222,.444
668930,656605,22,5,1,5,8,0,.227,.591
668930,656550,5,0,0,0,4,0,.000,.000
668930,805673,2,0,0,0,2,0,.000,.000
668930,650633,11,3,0,2,1,0,.273,.728
663368,656876,2,0,0,0,1,0,.000,.000
668930,656492,3,0,0,0,1,3,.000,.500
668930,605288,3,2,0,0,1,0,.667,1.667
668930,663903,8,3,0,2,3,2,.375,1.080
668930,543037,2,1,0,0,0,0,.500,1.500
668930,669302,7,0,0,0,5,0,.000,.000
668930,608379,2,0,0,0,1,1,.000,.333
668930,518876,10,4,1,1,1,0,.400,1.200
592885,678022,2,1,0,0,1,1,.500,1.667
592885,680736,4,1,1,2,0,1,.250,1.400
592885,673540,5,2,0,0,0,0,.400,1.000
668930,656876,4,1,1,2,0,1,.250,1.400
592885,663372,14,5,0,0,2,0,.357,.971
592885,666200,9,3,0,1,2,0,.333,.777
592885,805673,1,1,0,0,0,1,1.000,2.000
592885,669467,12,2,1,2,3,0,.167,.584
592885,686613,3,0,0,0,2,0,.000,.000
592885,672282,3,0,0,0,1,0,.000,.000
592885,518876,23,2,0,1,12,3,.087,.366
592885,663969,3,0,0,0,1,0,.000,.000
592885,669302,9,4,2,3,4,0,.444,1.555
592885,663903,9,2,1,2,3,0,.222,.856
592885,656492,1,0,0,0,0,1,.000,.500
666152,678022,2,1,0,0,0,0,.500,1.500
592885,650633,3,0,0,0,2,0,.000,.000
592885,605288,3,1,0,0,0,0,.333,1.000
592885,665795,9,1,0,0,3,0,.111,.222
592885,664285,3,0,0,0,0,0,.000,.000
592885,656876,4,1,1,1,2,0,.250,1.250
592885,656605,21,8,0,2,6,3,.381,.839
592885,543037,22,9,3,6,7,4,.409,1.409
666152,669467,5,2,0,1,1,0,.400,.800
666152,663372,1,0,0,0,1,1,.000,.500
592885,608379,21,6,2,4,5,5,.286,1.090
666152,673540,3,0,0,0,1,0,.000,.000
666152,543037,3,1,0,0,2,0,.333,1.000
666152,672282,3,0,0,0,1,0,.000,.000
666152,686613,2,1,0,0,0,0,.500,1.000
666152,518876,3,0,0,0,0,1,.000,.250
666152,663969,1,0,0,0,1,0,.000,.000
666152,665795,1,1,0,1,0,0,1.000,2.000
666152,656605,2,0,0,0,1,0,.000,.000
666152,663903,6,2,0,1,0,0,.333,.833
666152,605288,2,0,0,0,0,0,.000,.000
669003,663372,11,1,0,0,4,1,.091,.258
666152,669302,3,0,0,0,2,0,.000,.000
666152,656876,2,0,0,0,1,0,.000,.000
669003,656550,2,0,0,0,1,0,.000,.000
669003,669467,5,2,0,1,1,1,.400,.900
669003,680736,2,0,0,0,0,0,.000,.000
669003,669302,2,0,0,0,1,0,.000,.000
669003,650633,2,0,0,0,2,1,.000,.333
669003,518876,9,0,0,0,3,2,.000,.182
669003,605288,1,0,0,0,1,1,.000,.500
669003,656492,3,1,0,0,1,0,.333,.666
669003,656876,2,1,0,0,1,0,.500,1.000
669003,665795,2,0,0,0,1,0,.000,.000
669003,663903,2,1,0,0,1,0,.500,1.000
669003,656605,6,0,0,1,3,1,.000,.143
596142,678022,1,1,1,1,0,1,1.000,5.000
596142,666200,7,3,1,1,1,0,.429,1.286
596142,669467,2,1,0,0,0,0,.500,1.000
596142,686613,2,0,0,0,0,0,.000,.000
596142,663436,5,2,1,4,1,0,.400,1.600
596142,672282,3,2,0,1,0,0,.667,1.167
596142,650633,3,0,0,0,2,0,.000,.000
596142,543037,5,2,0,2,2,0,.400,1.000
596142,518876,8,0,0,0,2,0,.000,.000
596142,656605,2,0,0,0,1,0,.000,.000
596142,669302,8,1,0,0,3,0,.125,.375
596142,605288,1,1,1,2,0,0,1.000,5.000
596142,664285,4,2,1,1,1,1,.500,1.850
596142,656492,3,0,0,0,1,2,.000,.400
694192,666200,6,3,0,2,1,0,.500,1.167
694192,678022,3,1,1,1,0,0,.333,1.666
596142,663903,7,1,0,0,1,0,.143,.286
694192,663372,10,1,0,0,2,1,.100,.282
596142,656876,4,1,0,1,0,0,.250,.750
694192,669467,8,4,0,3,1,5,.500,1.393
694192,518876,3,1,1,1,0,0,.333,1.666
694192,686613,2,0,0,0,1,0,.000,.000
694192,680736,5,1,0,0,2,1,.200,.533
694192,805673,2,0,0,0,2,0,.000,.000
596142,608379,11,1,0,2,7,2,.091,.322
694192,663969,1,1,0,0,0,0,1.000,2.000
694192,650633,5,0,0,0,2,1,.000,.167
694192,656550,5,3,1,2,1,0,.600,1.800
694192,664285,2,0,0,0,2,1,.000,.333
694192,665795,5,1,1,2,0,0,.200,1.000
694192,656605,8,1,0,0,1,0,.125,.250
694192,663903,8,3,0,0,4,0,.375,.875
694192,605288,2,1,1,2,1,1,.500,2.667
694192,656876,3,0,0,0,0,0,.000,.000
641343,678022,2,0,0,0,2,0,.000,.000
694192,669302,5,1,0,0,1,0,.200,.400
641343,663372,7,1,0,0,2,2,.143,.619
641343,680736,3,1,0,0,0,0,.333,.666
641343,686613,4,3,2,2,1,1,.750,3.050
641343,666200,2,1,0,0,0,0,.500,1.000
641343,656550,5,1,1,1,2,0,.200,1.000
641343,677944,1,0,0,0,0,0,.000,.000
641343,650633,9,1,0,0,4,0,.111,.222
641343,669467,5,3,0,2,2,3,.600,1.550
641343,656605,16,7,1,3,4,0,.438,1.063
641343,664285,1,0,0,0,1,0,.000,.000
641343,656492,2,0,0,0,0,1,.000,.333
641343,665795,5,2,0,1,0,0,.400,.800
641343,663969,1,0,0,0,1,0,.000,.000
641343,518876,7,0,0,0,2,1,.000,.125
641343,543037,7,1,1,1,3,4,.143,1.026
641343,605288,1,0,0,0,1,1,.000,.500
641343,663903,7,0,0,0,3,4,.000,.364
641343,669302,3,1,0,2,1,0,.333,.583
641343,608379,2,2,0,1,0,0,1.000,2.000
641343,656876,8,3,0,0,3,1,.375,.819
687401,673540,1,0,0,0,0,1,.000,.500
687401,678022,2,0,0,0,0,0,.000,.000
687401,663372,4,1,0,1,1,0,.250,.500
687401,680736,1,0,0,0,1,1,.000,.500
687401,666200,4,0,0,0,1,1,.000,.200
687401,656550,4,1,0,0,1,0,.250,.500
687401,663969,2,0,0,0,1,0,.000,.000
687401,686613,2,2,1,3,0,0,1.000,4.000
687401,663903,2,1,0,1,0,2,.500,1.250
687401,650633,5,2,0,0,1,0,.400,.800
687401,805673,1,0,0,0,0,0,.000,.000
687401,669467,7,2,0,0,1,0,.286,.572
687401,656492,4,1,0,0,0,0,.250,.500
687401,518876,6,3,0,2,1,0,.500,1.000
687401,669302,4,1,0,1,1,0,.250,.750
687401,656605,13,6,0,1,1,1,.462,1.192
687401,664285,2,0,0,0,0,0,.000,.000
687401,656876,4,1,0,0,1,0,.250,.500
650859,680736,3,1,0,0,1,0,.333,.666
650859,666200,4,1,0,0,2,0,.250,.750
650859,673540,4,2,0,0,0,0,.500,1.000
650859,663436,1,0,0,0,0,1,.000,.500
650859,686613,11,1,0,0,3,0,.091,.182
650859,805673,2,1,0,2,0,0,.500,1.000
650859,656550,2,1,0,0,0,0,.500,1.000
650859,663372,2,0,0,1,0,0,.000,.000
650859,543037,8,1,0,0,3,0,.125,.250
650859,518876,2,0,0,0,0,0,.000,.000
650859,663903,2,0,0,0,1,0,.000,.000
650859,650633,5,3,0,0,0,0,.600,1.200
650859,656605,4,2,1,1,0,0,.500,1.850
650859,677958,5,2,0,2,0,0,.400,1.000
650859,663969,1,0,0,0,0,0,.000,.000
650859,605288,2,0,0,0,0,0,.000,.000
650859,664285,26,5,2,4,10,2,.192,.673
650859,677944,4,1,0,0,0,0,.250,.500
650859,656492,6,0,0,0,0,0,.000,.000
686217,666200,7,4,0,1,1,0,.571,1.285
650859,608379,5,0,0,0,2,0,.000,.000
686217,663372,3,1,0,1,0,1,.333,.833
650859,665795,2,1,0,0,0,0,.500,1.000
686217,678022,2,0,0,0,0,0,.000,.000
686217,673540,2,0,0,0,0,0,.000,.000
650859,669302,16,2,0,2,3,1,.125,.301
650859,656876,1,0,0,0,1,0,.000,.000
686217,686613,1,0,0,0,0,1,.000,.500
686217,680736,1,0,0,1,0,0,.000,.000
686217,656550,3,0,0,0,2,1,.000,.250
686217,805673,2,2,0,2,0,0,1.000,2.000
686217,650633,10,5,0,1,2,1,.500,1.145
686217,518876,5,2,1,1,1,1,.400,1.500
686217,543037,3,0,0,0,1,0,.000,.000
686217,663969,2,0,0,0,1,0,.000,.000
686217,665795,7,1,0,0,0,0,.143,.536
686217,669467,12,2,0,3,0,2,.167,.536
686217,656605,16,6,0,5,2,4,.375,1.101
686217,656492,5,0,0,0,0,0,.000,.000
686217,669302,2,1,0,0,1,0,.500,1.000
661388,680736,3,2,1,3,0,0,.667,2.334
661388,686613,2,0,0,0,0,1,.000,.333
686217,663903,9,4,0,1,0,0,.444,1.111
686217,605288,2,1,0,0,1,0,.500,1.000
686217,656876,5,0,0,0,2,0,.000,.000
686217,608379,2,0,0,1,1,1,.000,.333
661388,656550,4,1,0,0,2,1,.250,.900
661388,673540,5,1,0,0,1,1,.200,.533
661388,663372,19,3,0,1,7,0,.158,.369
661388,666200,14,3,0,2,5,3,.214,.567
661388,543037,3,0,0,0,1,0,.000,.000
661388,669467,14,3,1,5,2,1,.214,.813
661388,665795,11,4,0,0,2,1,.364,.872
661388,650633,9,0,0,0,3,0,.000,.000
661388,518876,7,2,0,0,1,1,.286,.661
661388,663969,3,2,0,0,0,0,.667,1.667
661388,656605,27,7,2,4,6,2,.259,.791
661388,672282,3,1,0,2,1,2,.333,1.267
661388,805673,1,0,0,0,1,1,.000,.500
661388,605288,3,0,0,1,0,1,.000,.333
661388,663903,9,2,0,1,2,0,.222,.555
661388,669302,6,0,0,0,3,0,.000,.000
661388,656492,5,1,0,0,1,0,.200,.400
675961,663372,2,0,0,0,0,0,.000,.000
675961,669467,1,1,0,0,0,1,1.000,2.000
675961,650633,2,1,0,1,1,0,.500,1.000
661388,656876,5,2,1,1,0,1,.400,1.500
661388,608379,4,1,1,1,0,2,.250,1.500
675961,688107,2,0,0,0,0,0,.000,.000
675961,605288,2,1,0,0,0,0,.500,1.000
666126,663436,2,0,0,0,0,1,.000,.333
666126,673540,1,1,1,3,0,1,1.000,5.000
666126,650633,2,1,1,1,0,1,.500,2.667
666126,686613,2,1,0,0,1,0,.500,1.000
666126,677944,3,1,0,0,0,0,.333,.666
666126,518876,3,2,0,1,0,0,.667,2.000
666126,669467,1,0,0,0,0,1,.000,.500
666126,669302,5,3,0,0,1,1,.600,1.267
666126,677958,5,2,0,2,0,1,.400,1.300
666126,608379,4,2,0,0,0,1,.500,1.100
666126,663903,2,1,1,1,0,0,.500,2.500
666126,656876,3,0,0,0,1,0,.000,.000
666126,605288,3,1,0,1,1,0,.333,1.000
666126,656605,2,1,0,0,0,0,.500,1.000
687515,669302,1,1,0,0,0,0,1.000,2.000
687515,672282,3,1,0,3,1,0,.333,.917
687515,801139,1,0,0,0,0,0,.000,.000
687515,656876,2,1,0,0,0,0,.500,1.000
687515,664285,2,0,0,0,2,1,.000,.333
