player_id,name,team_id,l7_ab,l7_h,l7_hr,l7_rbi,l7_k,l7_bb,l7_avg,l7_ops,l14_ab,l14_h,l14_hr,l14_avg,l14_ops,sea_ab,sea_h,sea_hr,sea_avg,sea_ops,l5_hr,l10_hr,l5_h,l10_h,l10_tb,l5_tb,sea_k_pct,l14_k_pct,l15_k_pct,sea_k,sea_pa
649966,Luis Urías,141,12,4,1,2,2,2,0.333,1.096,12,4,1,0.333,1.096,12,4,1,0.333,1.096,0,1,2,4,8,3,0.143,0.143,0.143,2,14
662139,Daulton Varsho,141,25,7,1,2,9,2,0.28,0.813,33,9,2,0.273,0.866,240,62,7,0.258,0.751,0,2,3,8,16,3,0.212,0.297,0.325,56,264
665489,Vladimir Guerrero Jr.,141,30,4,0,2,5,1,0.133,0.294,58,12,1,0.207,0.496,299,80,4,0.268,0.692,0,0,3,8,8,3,0.111,0.136,0.125,37,334
815873,Sean Keys,141,4,1,0,0,1,0,0.25,0.5,4,1,0,0.25,0.5,4,1,0,0.25,0.5,0,0,1,1,1,1,0.25,0.25,0.25,1,4
686948,Drake Baldwin,144,25,0,0,0,10,1,0.0,0.038,50,5,2,0.1,0.402,231,59,14,0.255,0.791,0,0,0,1,1,0,0.25,0.364,0.356,64,256
682818,Yohendrick Piñango,141,20,2,1,2,6,1,0.1,0.443,41,9,2,0.22,0.728,137,37,5,0.27,0.746,1,1,1,3,8,4,0.233,0.222,0.265,34,146
664770,Nathan Lukes,141,20,6,2,3,3,3,0.3,0.991,44,14,3,0.318,0.93,158,48,4,0.304,0.771,1,2,5,8,15,8,0.162,0.106,0.154,27,167
673490,Ha-Seong Kim,144,14,0,0,0,6,2,0.0,0.125,31,1,0,0.032,0.175,73,5,0,0.068,0.239,0,0,0,0,0,0,0.268,0.257,0.282,22,82
663698,Joey Bart,144,22,6,1,5,2,0,0.273,0.682,40,12,2,0.3,0.75,72,17,3,0.236,0.632,1,2,2,9,15,5,0.284,0.175,0.159,21,74
642086,Dominic Smith,144,16,3,0,1,1,2,0.188,0.466,35,8,0,0.229,0.546,179,50,6,0.279,0.744,0,0,3,6,7,3,0.136,0.105,0.093,26,191
543807,George Springer,141,29,6,0,0,11,3,0.207,0.557,57,15,2,0.263,0.744,240,53,8,0.221,0.677,0,1,3,11,17,5,0.201,0.226,0.209,54,268
622761,Jorge Mateo,144,13,1,0,0,4,0,0.077,0.154,25,3,0,0.12,0.314,107,28,4,0.262,0.722,0,0,0,1,1,0,0.292,0.308,0.345,33,113
664702,Myles Straw,141,11,2,0,4,0,0,0.182,0.455,26,4,0,0.154,0.445,131,31,2,0.237,0.634,0,0,1,4,6,2,0.146,0.107,0.094,21,144
663586,Austin Riley,144,25,5,0,1,8,3,0.2,0.486,49,11,0,0.224,0.574,296,62,8,0.209,0.616,0,0,1,9,9,1,0.293,0.291,0.293,95,324
676391,Ernie Clement,141,23,9,0,0,1,2,0.391,0.875,51,14,0,0.275,0.616,314,94,7,0.299,0.762,0,0,8,10,11,9,0.102,0.094,0.105,33,325
642201,Eli White,144,18,3,0,0,8,0,0.167,0.334,34,8,1,0.235,0.66,105,23,3,0.219,0.623,0,0,2,4,4,2,0.207,0.25,0.243,23,111
621566,Matt Olson,144,26,8,0,1,8,2,0.308,0.742,54,16,1,0.296,0.734,319,88,20,0.276,0.876,0,0,7,12,14,9,0.232,0.241,0.242,82,353
695508,Cameron Cauley,140,3,1,0,0,0,1,0.333,1.5,3,1,0,0.333,1.5,3,1,0,0.333,1.5,0,0,1,1,3,3,0.0,0.0,0.0,0,4
642133,Rowdy Tellez,144,10,2,1,4,3,0,0.2,0.7,10,2,1,0.2,0.7,10,2,1,0.2,0.7,1,1,2,2,5,5,0.3,0.3,0.3,3,10
643289,Mauricio Dubón,144,29,11,1,1,2,0,0.379,1.0,58,17,2,0.293,0.771,292,78,8,0.267,0.733,1,2,7,13,23,13,0.145,0.085,0.079,45,311
671739,Michael Harris II,144,28,6,0,2,6,1,0.214,0.562,54,14,1,0.259,0.675,276,82,14,0.297,0.825,0,0,4,9,13,6,0.204,0.268,0.263,59,289
696030,Alejandro Osuna,140,27,7,0,2,4,1,0.259,0.545,48,12,0,0.25,0.572,139,35,0,0.252,0.601,0,0,4,10,12,4,0.157,0.18,0.173,24,153
573262,Mike Yastrzemski,144,16,2,1,1,4,1,0.125,0.488,38,6,1,0.158,0.457,200,44,4,0.22,0.629,0,1,1,3,6,1,0.249,0.341,0.318,55,221
553869,Elias Díaz,140,15,4,0,4,4,0,0.267,0.6,28,8,0,0.286,0.643,59,17,2,0.288,0.775,0,0,3,6,8,4,0.217,0.214,0.188,13,60
608369,Corey Seager,140,27,5,2,3,9,6,0.185,0.74,53,6,3,0.113,0.5,187,34,10,0.182,0.662,2,3,3,6,15,9,0.274,0.283,0.277,59,215
645277,Ozzie Albies,144,25,4,0,4,2,2,0.16,0.422,53,13,2,0.245,0.663,314,86,12,0.274,0.758,0,2,3,10,17,4,0.118,0.071,0.066,40,338
607043,Brandon Nimmo,140,26,7,1,3,7,5,0.269,0.925,57,17,1,0.298,0.864,317,83,8,0.262,0.744,0,1,2,12,21,3,0.211,0.194,0.19,73,346
669394,Jake Burger,140,23,7,1,6,6,5,0.304,0.864,50,15,2,0.3,0.835,300,77,14,0.257,0.761,1,2,6,11,18,9,0.263,0.268,0.283,86,327
694497,Evan Carter,140,19,6,0,3,5,2,0.316,0.697,38,8,0,0.211,0.505,198,36,6,0.182,0.609,0,0,4,6,6,4,0.247,0.317,0.356,56,227
679822,Justin Foscue,140,13,4,1,5,4,2,0.308,1.092,28,9,3,0.321,1.12,87,24,5,0.276,0.847,1,2,4,5,13,9,0.245,0.188,0.188,23,94
645305,Ali Sánchez,147,14,6,0,3,3,0,0.429,1.0,21,6,0,0.286,0.699,21,6,0,0.286,0.699,0,0,2,6,8,3,0.318,0.318,0.318,7,22
673962,Josh Jung,140,31,5,0,0,12,2,0.161,0.47,58,14,0,0.241,0.612,309,91,8,0.294,0.784,0,0,5,11,15,8,0.183,0.254,0.265,61,334
677649,Ezequiel Duran,140,25,6,0,1,4,1,0.24,0.509,50,9,2,0.18,0.555,255,68,6,0.267,0.734,0,1,5,7,10,5,0.239,0.182,0.217,66,276
669224,Austin Wells,147,20,2,0,3,6,0,0.1,0.25,37,3,0,0.081,0.236,168,26,4,0.155,0.495,0,0,1,2,3,1,0.272,0.308,0.326,52,191
700250,Ben Rice,147,27,2,0,0,7,0,0.074,0.148,55,9,3,0.164,0.547,294,79,22,0.269,0.914,0,1,0,4,7,0,0.24,0.254,0.266,80,334
592626,Joc Pederson,140,29,9,4,4,9,3,0.31,1.099,51,12,5,0.235,0.82,224,54,13,0.241,0.8,4,4,7,9,21,19,0.227,0.309,0.293,58,256
683011,Anthony Volpe,147,21,3,0,0,6,2,0.143,0.407,43,13,0,0.302,0.795,114,28,1,0.246,0.69,0,0,1,6,7,2,0.22,0.22,0.222,29,132
543309,Kyle Higashioka,140,25,4,0,0,8,3,0.16,0.41,41,7,1,0.171,0.505,140,31,5,0.221,0.647,0,1,3,6,9,3,0.265,0.239,0.245,41,155
642708,Amed Rosario,147,22,7,2,6,5,1,0.318,0.939,40,10,2,0.25,0.711,132,34,8,0.258,0.79,1,2,5,8,15,8,0.213,0.19,0.186,30,141
665828,Oswaldo Cabrera,147,6,0,0,0,3,0,0.0,0.0,6,0,0,0.0,0.0,6,0,0,0.0,0.0,0,0,0,0,0,0,0.5,0.5,0.5,3,6
691176,Jasson Domínguez,147,24,4,1,3,10,2,0.167,0.606,52,11,1,0.212,0.62,86,18,3,0.209,0.639,0,1,2,7,12,3,0.233,0.291,0.288,21,90
682987,Spencer Jones,147,15,4,0,0,7,0,0.267,0.667,32,6,1,0.188,0.691,68,16,2,0.235,0.707,0,0,3,5,8,5,0.416,0.421,0.381,32,77
641355,Cody Bellinger,147,24,2,0,0,7,4,0.083,0.339,49,11,1,0.224,0.66,302,78,11,0.258,0.802,0,0,1,5,6,1,0.14,0.211,0.194,49,351
665966,Carlos Narváez,111,16,2,0,2,9,1,0.125,0.364,39,5,0,0.128,0.325,137,27,2,0.197,0.542,0,0,2,3,4,3,0.338,0.463,0.444,50,148
670032,Nicky Lopez,140,21,8,0,2,4,1,0.381,0.79,39,15,0,0.385,0.785,87,28,1,0.322,0.712,0,0,7,12,12,7,0.167,0.125,0.119,15,90
676609,José Caballero,147,24,4,1,2,9,1,0.167,0.492,48,10,3,0.208,0.665,237,59,8,0.249,0.688,1,1,3,5,8,6,0.221,0.288,0.339,56,253
680474,Max Schuemann,147,14,2,1,1,5,0,0.143,0.572,21,3,1,0.143,0.661,35,7,1,0.2,0.764,1,1,1,2,6,4,0.273,0.32,0.32,12,44
657136,Connor Wong,111,17,5,1,4,4,3,0.294,0.871,35,12,1,0.343,0.925,93,26,1,0.28,0.754,1,1,5,8,11,8,0.221,0.171,0.222,23,104
665862,Jazz Chisholm Jr.,147,19,3,1,2,7,1,0.158,0.516,44,8,3,0.182,0.62,284,63,12,0.222,0.703,0,1,1,5,8,1,0.289,0.319,0.3,92,318
502671,Paul Goldschmidt,147,24,5,2,4,7,2,0.208,0.769,52,13,5,0.25,0.836,208,59,14,0.284,0.876,0,3,2,8,18,3,0.209,0.296,0.271,47,225
702332,Caleb Durbin,111,25,8,2,5,4,2,0.32,0.97,49,18,4,0.367,1.109,247,57,7,0.231,0.671,2,2,7,14,23,14,0.148,0.151,0.158,39,263
807799,Masataka Yoshida,111,19,5,1,1,2,2,0.263,0.807,44,11,1,0.25,0.662,160,40,2,0.25,0.672,1,1,4,9,14,8,0.119,0.149,0.196,21,177
678011,Anthony Seigler,111,23,11,1,3,1,3,0.478,1.277,36,13,1,0.361,0.981,36,13,1,0.361,0.981,1,1,7,12,18,12,0.175,0.175,0.175,7,40
655316,Andruw Monasterio,111,12,1,1,1,2,1,0.083,0.487,28,3,1,0.107,0.381,127,28,3,0.22,0.637,1,1,1,2,5,4,0.244,0.333,0.355,33,135
676475,Alec Burleson,138,23,6,0,3,1,3,0.261,0.737,52,12,1,0.231,0.671,311,87,13,0.28,0.819,0,0,2,8,12,3,0.147,0.089,0.115,50,341
680776,Jarren Duran,111,25,3,0,2,8,1,0.12,0.274,52,7,1,0.135,0.374,309,61,12,0.197,0.604,0,0,3,4,4,3,0.306,0.309,0.322,101,330
681987,Nate Eaton,111,17,4,1,4,5,4,0.235,0.91,20,4,1,0.2,0.783,20,4,1,0.2,0.783,0,1,3,4,9,5,0.208,0.208,0.208,5,24
678882,Ceddanne Rafaela,111,30,9,0,3,4,1,0.3,0.723,59,15,0,0.254,0.623,293,83,7,0.283,0.755,0,0,5,11,15,5,0.198,0.15,0.156,61,308
691458,Blaze Jordan,138,22,4,0,7,3,1,0.182,0.444,48,12,1,0.25,0.697,48,12,1,0.25,0.697,0,0,2,7,10,3,0.1,0.1,0.1,5,50
677800,Wilyer Abreu,111,24,4,1,3,5,4,0.167,0.744,49,10,2,0.204,0.757,310,83,10,0.268,0.773,0,2,2,7,17,4,0.192,0.155,0.161,66,343
802139,JJ Wetherholt,138,31,9,2,3,6,0,0.29,0.774,56,18,3,0.321,0.856,302,80,12,0.265,0.752,0,2,4,13,20,4,0.166,0.136,0.156,56,337
663853,Romy Gonzalez,111,4,0,0,0,0,0,0.0,0.0,4,0,0,0.0,0.0,4,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,4
663457,Lars Nootbaar,138,23,8,0,1,4,5,0.348,0.986,46,15,0,0.326,0.839,68,20,2,0.294,0.871,0,0,6,11,15,9,0.212,0.222,0.207,17,80
699625,Jimmy Crooks,138,19,2,0,1,8,0,0.105,0.21,39,5,1,0.128,0.421,51,8,1,0.157,0.487,0,0,2,3,4,2,0.304,0.31,0.319,17,56
691907,Tsung-Che Cheng,111,12,2,0,2,3,1,0.167,0.481,12,2,0,0.167,0.481,12,2,0,0.167,0.481,0,0,2,2,3,3,0.231,0.231,0.231,3,13
663494,Bryan Torres,138,8,1,1,2,1,0,0.125,0.625,25,5,2,0.2,0.726,47,11,3,0.234,0.776,1,2,1,2,8,4,0.154,0.179,0.161,8,52
691023,Jordan Walker,138,25,7,0,1,9,2,0.28,0.613,55,13,1,0.236,0.585,310,90,18,0.29,0.857,0,0,5,9,9,5,0.26,0.276,0.274,87,334
575929,Willson Contreras,111,24,7,2,8,6,3,0.292,0.995,50,10,2,0.2,0.666,287,81,18,0.282,0.885,2,2,5,8,17,12,0.274,0.321,0.317,87,318
665877,José Fermín,138,21,6,1,3,1,1,0.286,0.794,45,16,1,0.356,0.814,118,32,3,0.271,0.721,1,1,4,9,13,8,0.142,0.087,0.1,18,127
671056,Iván Herrera,138,23,5,1,3,5,3,0.217,0.656,44,9,3,0.205,0.749,293,75,10,0.256,0.771,0,1,1,7,10,1,0.167,0.132,0.121,57,341
686780,Pedro Pagés,138,14,4,0,2,4,1,0.286,0.762,31,8,0,0.258,0.636,132,29,4,0.22,0.61,0,0,1,4,6,1,0.254,0.219,0.222,35,138
691026,Masyn Winn,138,27,7,1,6,3,0,0.259,0.666,51,15,1,0.294,0.725,271,66,3,0.244,0.639,0,1,4,12,17,4,0.199,0.111,0.121,59,296
676369,Nelson Velázquez,138,14,2,0,0,5,2,0.143,0.464,33,8,1,0.242,0.7,36,10,2,0.278,0.833,0,1,1,4,8,2,0.256,0.278,0.256,10,39
702616,Jackson Holliday,110,16,4,1,2,6,2,0.25,0.771,37,7,2,0.189,0.628,96,20,5,0.208,0.702,1,2,3,6,13,6,0.306,0.325,0.341,33,108
624413,Pete Alonso,110,25,6,1,6,12,5,0.24,0.807,48,11,3,0.229,0.82,322,80,19,0.248,0.809,1,3,5,9,20,10,0.249,0.362,0.349,91,365
701675,Nathan Church,138,19,4,0,1,3,1,0.211,0.513,34,10,0,0.294,0.767,194,50,5,0.258,0.69,0,0,1,6,9,1,0.22,0.179,0.195,45,205
644433,Chadwick Tromp,110,16,3,0,2,3,0,0.188,0.438,28,7,0,0.25,0.536,28,7,0,0.25,0.536,0,0,2,3,4,2,0.25,0.25,0.25,7,28
641933,Tyler O'Neill,110,16,2,0,0,7,3,0.125,0.451,40,9,0,0.225,0.661,137,25,2,0.182,0.543,0,0,2,7,11,3,0.279,0.356,0.34,43,154
668939,Adley Rutschman,110,23,2,0,3,5,2,0.087,0.247,51,13,1,0.255,0.733,206,52,8,0.252,0.781,0,0,2,5,6,2,0.148,0.143,0.136,34,230
677942,Blaze Alexander,110,20,5,1,4,6,3,0.25,0.798,41,14,1,0.341,0.888,185,55,3,0.297,0.769,0,1,2,9,14,2,0.236,0.2,0.188,47,199
681297,Colton Cowser,110,17,3,0,0,7,2,0.176,0.439,38,10,1,0.263,0.691,181,42,8,0.232,0.703,0,1,3,8,11,3,0.293,0.279,0.304,60,205
683002,Gunnar Henderson,110,29,7,0,1,5,2,0.241,0.635,57,13,2,0.228,0.694,352,79,16,0.224,0.702,0,1,3,10,17,4,0.238,0.177,0.182,91,383
621493,Taylor Ward,110,30,7,1,1,8,2,0.233,0.648,61,14,2,0.23,0.627,320,81,5,0.253,0.737,0,2,5,11,18,6,0.212,0.25,0.246,82,386
665750,Leody Taveras,110,23,4,0,1,9,2,0.174,0.544,49,10,0,0.204,0.582,227,56,2,0.247,0.682,0,0,1,7,10,1,0.254,0.392,0.364,64,252
683734,Andrew Vaughn,158,16,4,0,4,0,3,0.25,0.868,31,8,0,0.258,0.862,124,42,2,0.339,0.942,0,0,4,7,12,8,0.099,0.103,0.095,14,141
691723,Coby Mayo,110,23,4,1,4,10,3,0.174,0.66,45,8,2,0.178,0.623,210,40,10,0.19,0.63,0,1,3,5,10,5,0.338,0.408,0.396,77,228
694212,Samuel Basallo,110,26,5,2,6,7,1,0.192,0.645,52,12,2,0.231,0.619,239,60,12,0.251,0.76,2,2,4,7,13,10,0.262,0.255,0.271,68,260
687637,Dylan Beavers,110,19,6,0,2,8,4,0.316,0.961,39,8,0,0.205,0.648,109,25,2,0.229,0.672,0,0,3,7,11,5,0.258,0.319,0.32,32,124
596142,Gary Sánchez,158,17,3,1,3,4,4,0.176,0.686,33,10,3,0.303,1.016,128,28,8,0.219,0.808,1,1,2,5,8,5,0.194,0.128,0.125,30,155
666152,David Hamilton,158,17,5,0,2,7,1,0.294,0.804,31,7,0,0.226,0.573,191,45,3,0.236,0.641,0,0,3,6,9,5,0.236,0.344,0.343,50,212
663368,Blake Perkins,158,10,3,0,0,1,1,0.3,0.764,22,8,1,0.364,1.053,88,14,1,0.159,0.506,0,1,1,6,12,2,0.224,0.167,0.167,22,98
641343,Jake Bauers,158,20,4,1,3,9,5,0.2,0.81,41,8,1,0.195,0.644,246,65,14,0.264,0.857,1,1,3,6,11,6,0.256,0.327,0.34,73,285
686217,Sal Frelick,158,17,6,0,1,0,2,0.353,0.892,32,11,0,0.344,0.886,238,58,3,0.244,0.648,0,0,6,8,11,8,0.095,0.0,0.0,25,263
691011,Drew Romo,145,22,1,0,0,7,1,0.045,0.132,44,3,0,0.068,0.203,95,13,5,0.137,0.556,0,0,0,2,3,0,0.267,0.311,0.333,28,105
805367,Chase Meidroth,145,26,9,0,2,8,4,0.346,0.818,52,14,1,0.269,0.686,303,84,6,0.277,0.73,0,0,8,10,11,9,0.251,0.375,0.39,84,334
806198,Cooper Pratt,158,19,1,0,0,6,3,0.053,0.287,38,8,0,0.211,0.539,38,8,0,0.211,0.539,0,0,1,5,6,2,0.233,0.233,0.233,10,43
695731,Braden Montgomery,145,25,7,1,4,7,4,0.28,0.899,49,12,1,0.245,0.703,64,16,2,0.25,0.752,1,1,5,10,17,9,0.243,0.241,0.246,17,70
669003,Garrett Mitchell,158,13,3,1,3,3,3,0.231,0.837,36,7,2,0.194,0.636,219,54,6,0.247,0.754,1,1,2,5,8,5,0.347,0.3,0.289,87,251
668930,Brice Turang,158,30,8,1,1,9,0,0.267,0.734,60,14,2,0.233,0.658,300,78,12,0.26,0.817,1,1,5,11,17,10,0.266,0.371,0.364,93,349
592885,Christian Yelich,158,24,4,0,2,9,2,0.167,0.439,52,10,1,0.192,0.596,195,51,5,0.262,0.733,0,1,4,8,13,5,0.292,0.305,0.297,63,216
661388,William Contreras,158,21,6,2,4,6,4,0.286,0.971,45,15,3,0.333,0.979,299,89,9,0.298,0.792,2,3,5,12,21,11,0.136,0.154,0.14,45,330
643217,Andrew Benintendi,145,23,5,1,2,2,0,0.217,0.608,39,10,4,0.256,0.908,231,55,10,0.238,0.729,1,2,5,6,13,9,0.256,0.122,0.143,64,250
687401,Joey Ortiz,158,21,4,1,3,8,0,0.19,0.523,37,7,1,0.189,0.486,169,34,2,0.201,0.552,1,1,2,5,8,5,0.19,0.27,0.25,36,189
694192,Jackson Chourio,158,30,7,1,1,9,2,0.233,0.681,58,13,3,0.224,0.705,206,60,11,0.291,0.861,1,1,6,10,16,11,0.243,0.226,0.209,54,222
691019,Kyle Teel,145,22,5,1,6,10,2,0.227,0.656,22,5,1,0.227,0.656,22,5,1,0.227,0.656,1,1,5,5,8,8,0.417,0.417,0.417,10,24
694378,Jacob Gonzalez,145,24,8,1,9,3,2,0.333,0.927,42,8,1,0.19,0.554,68,16,2,0.235,0.66,1,1,8,8,13,13,0.24,0.2,0.213,18,75
695657,Colson Montgomery,145,27,6,0,2,13,2,0.222,0.572,51,12,4,0.235,0.82,294,65,20,0.221,0.769,0,0,5,6,8,7,0.327,0.4,0.379,106,324
678577,Junior Perez,145,7,1,0,0,4,1,0.143,0.393,12,3,1,0.25,0.808,12,3,1,0.25,0.808,0,1,1,3,6,1,0.385,0.385,0.385,5,13
682668,Luisangel Acuña,145,14,5,1,2,3,0,0.357,0.928,28,11,1,0.393,0.929,135,30,1,0.222,0.52,0,1,3,7,10,3,0.183,0.179,0.172,26,142
545341,Randal Grichuk,145,18,4,2,3,2,0,0.222,0.833,35,10,3,0.286,0.942,117,31,9,0.265,0.859,2,3,4,7,18,11,0.23,0.184,0.225,28,122
553993,Eugenio Suárez,113,23,4,1,4,8,2,0.174,0.631,50,10,3,0.2,0.671,197,41,8,0.208,0.647,1,1,4,5,10,9,0.336,0.404,0.375,72,214
803011,Sam Antonacci,145,28,9,0,3,3,4,0.321,0.763,51,17,3,0.333,0.973,223,65,4,0.291,0.763,0,1,7,13,18,8,0.16,0.123,0.15,39,243
671976,Tristan Peters,145,25,7,1,8,3,1,0.28,0.788,41,9,2,0.22,0.688,212,60,4,0.283,0.775,1,1,4,7,12,7,0.188,0.159,0.167,43,229
678246,Miguel Vargas,145,27,11,3,8,4,5,0.407,1.352,51,14,3,0.275,0.868,298,75,19,0.252,0.859,2,3,9,12,24,18,0.17,0.179,0.167,59,348
695490,Edwin Arroyo,113,23,10,0,2,3,1,0.435,0.98,43,13,0,0.302,0.69,65,18,0,0.277,0.632,0,0,6,11,14,7,0.235,0.159,0.159,16,68
624431,Jose Trevino,113,21,6,0,2,3,0,0.286,0.619,38,9,0,0.237,0.526,49,10,0,0.204,0.465,0,0,5,7,8,6,0.16,0.132,0.143,8,50
682829,Elly De La Cruz,113,25,5,1,3,6,5,0.2,0.653,55,10,2,0.182,0.607,255,68,13,0.267,0.821,1,1,3,6,11,6,0.292,0.311,0.333,82,281
668709,JJ Bleday,113,21,3,0,2,6,5,0.143,0.451,43,7,2,0.163,0.647,198,48,13,0.242,0.856,0,0,3,4,5,3,0.195,0.226,0.232,45,231
663993,Nathaniel Lowe,113,14,2,0,0,6,2,0.143,0.464,31,8,0,0.258,0.733,178,45,9,0.253,0.817,0,0,2,6,9,3,0.251,0.324,0.293,51,203
680574,Matt McLain,113,19,2,0,0,9,1,0.105,0.255,41,6,0,0.146,0.434,256,51,8,0.199,0.64,0,0,1,3,4,1,0.265,0.391,0.392,77,291
667472,Dane Myers,113,16,4,0,2,4,2,0.25,0.708,32,9,0,0.281,0.722,117,30,3,0.256,0.736,0,0,3,4,6,4,0.261,0.243,0.237,35,134
682622,Noelvi Marte,113,22,2,1,2,8,3,0.091,0.427,49,9,4,0.184,0.735,93,18,4,0.194,0.623,1,1,2,6,12,5,0.257,0.245,0.228,26,101
668715,Spencer Steer,113,27,6,1,3,10,0,0.222,0.555,49,8,3,0.163,0.543,281,67,13,0.238,0.73,1,2,5,7,13,8,0.239,0.373,0.364,74,310
670770,TJ Friedl,113,15,2,0,0,4,1,0.133,0.321,33,3,0,0.091,0.234,162,28,2,0.173,0.481,0,0,1,2,2,1,0.251,0.343,0.333,44,175
701398,Sal Stewart,113,29,8,1,4,10,1,0.276,0.748,56,16,2,0.286,0.804,315,80,15,0.254,0.796,1,1,8,11,18,13,0.218,0.271,0.274,78,357
608324,Alex Bregman,112,26,4,0,2,6,5,0.154,0.482,50,11,0,0.22,0.601,326,79,6,0.242,0.668,0,0,4,6,7,5,0.165,0.131,0.138,61,369
664023,Ian Happ,112,22,3,1,4,10,3,0.136,0.558,52,10,1,0.192,0.551,303,67,17,0.221,0.776,1,1,2,7,11,5,0.324,0.333,0.339,113,349
681909,Justin Dean,112,4,2,0,3,1,0,0.5,1.5,4,2,0,0.5,1.5,4,2,0,0.5,1.5,0,0,2,2,4,4,0.25,0.25,0.25,1,4
682634,Kevin Alcántara,112,6,1,0,0,1,0,0.167,0.334,9,1,0,0.111,0.311,9,1,0,0.111,0.311,0,0,0,1,1,0,0.4,0.4,0.4,4,10
663886,Tyler Stephenson,113,22,7,1,5,3,3,0.318,0.945,42,13,1,0.31,0.812,200,45,6,0.225,0.677,0,1,6,10,15,8,0.256,0.234,0.216,58,227
683737,Michael Busch,112,26,3,1,3,10,6,0.115,0.55,52,7,1,0.135,0.509,305,71,9,0.233,0.737,0,1,2,5,9,3,0.234,0.234,0.217,85,364
699393,Pedro Ramírez,112,16,4,0,3,6,0,0.25,0.562,36,11,1,0.306,0.786,50,13,1,0.26,0.682,0,1,3,8,13,4,0.17,0.237,0.22,9,53
691718,Pete Crow-Armstrong,112,27,7,0,2,12,8,0.259,0.725,54,21,5,0.389,1.256,320,91,17,0.284,0.869,0,2,4,13,20,5,0.268,0.294,0.301,96,358
624424,Michael Conforto,112,18,5,1,4,3,0,0.278,0.778,31,5,1,0.161,0.502,116,27,5,0.233,0.774,1,1,4,5,9,7,0.295,0.333,0.343,39,132
595978,Austin Hedges,114,16,4,0,0,3,0,0.25,0.562,38,12,0,0.316,0.728,112,30,1,0.268,0.685,0,0,4,8,11,5,0.172,0.154,0.14,21,122
665804,Miguel Amaya,112,18,4,0,0,6,2,0.222,0.633,34,7,0,0.206,0.613,114,25,3,0.219,0.666,0,0,2,5,8,3,0.238,0.237,0.262,31,130
621020,Dansby Swanson,112,29,7,2,11,10,0,0.241,0.793,51,14,4,0.275,0.935,272,53,11,0.195,0.659,0,3,2,12,26,3,0.246,0.218,0.25,76,309
677587,Brayan Rocchio,114,31,9,0,1,6,1,0.29,0.667,57,14,0,0.246,0.599,277,75,5,0.271,0.717,0,0,6,12,15,7,0.139,0.167,0.19,42,302
608348,Carson Kelly,112,19,5,1,9,2,6,0.263,1.019,35,9,2,0.257,0.938,192,53,4,0.276,0.744,0,1,2,7,14,4,0.163,0.116,0.128,35,215
673548,Seiya Suzuki,112,29,7,2,8,11,3,0.241,0.795,54,18,2,0.333,0.985,256,68,12,0.266,0.796,2,2,6,13,22,13,0.271,0.286,0.299,78,288
694876,Cooper Ingle,114,7,1,0,2,4,3,0.143,0.543,7,1,0,0.143,0.543,7,1,0,0.143,0.543,0,0,1,1,1,1,0.4,0.4,0.4,4,10
663538,Nico Hoerner,112,27,9,0,1,1,2,0.333,0.86,59,14,0,0.237,0.625,333,81,4,0.243,0.655,0,0,5,13,19,5,0.074,0.111,0.106,27,367
680757,Steven Kwan,114,23,6,0,0,3,3,0.261,0.65,41,7,0,0.171,0.456,266,56,1,0.211,0.57,0,0,5,6,7,5,0.108,0.13,0.14,33,306
672356,Gabriel Arias,114,17,3,1,1,8,1,0.176,0.575,41,11,2,0.268,0.765,60,13,3,0.217,0.654,1,1,3,7,11,6,0.413,0.395,0.413,26,63
800050,Chase DeLauter,114,26,10,0,4,6,2,0.385,0.891,53,15,0,0.283,0.642,249,67,7,0.269,0.757,0,0,8,12,14,10,0.137,0.25,0.233,38,277
690924,Braxton Fulford,115,12,2,0,2,5,1,0.167,0.481,22,5,0,0.227,0.71,42,9,1,0.214,0.669,0,0,1,4,6,1,0.396,0.462,0.448,19,48
700932,Kyle Manzardo,114,21,3,0,1,8,4,0.143,0.423,44,9,2,0.205,0.641,231,53,9,0.229,0.698,0,1,3,6,9,3,0.324,0.3,0.296,84,259
656555,Rhys Hoskins,114,18,5,0,3,8,2,0.278,0.683,46,8,1,0.174,0.528,195,36,7,0.185,0.674,0,1,4,6,10,5,0.319,0.408,0.396,74,232
696135,Kahlil Watson,114,23,10,1,8,3,1,0.435,1.11,35,10,1,0.286,0.735,35,10,1,0.286,0.735,0,1,7,10,15,9,0.306,0.306,0.306,11,36
672275,Patrick Bailey,114,16,4,0,2,3,2,0.25,0.583,38,10,0,0.263,0.606,155,27,2,0.174,0.479,0,0,1,7,7,1,0.257,0.244,0.244,43,167
682177,Daniel Schneemann,114,15,3,0,1,2,1,0.2,0.517,36,5,2,0.139,0.538,212,45,6,0.212,0.627,0,0,2,3,4,3,0.292,0.308,0.326,68,233
683953,Travis Bazzana,114,28,3,0,1,9,3,0.107,0.301,52,13,3,0.25,0.812,200,50,7,0.25,0.759,0,2,2,10,17,2,0.207,0.217,0.219,47,227
681807,David Fry,114,12,1,0,0,3,2,0.083,0.297,27,2,1,0.074,0.427,113,24,4,0.212,0.685,0,1,1,2,5,1,0.293,0.242,0.235,39,133
